"Bivalirudin";"OIRCOABEOLEUMC-GEJPAHFPSA-N";"Prothrombin";"F2";"yes";"inhibitor"
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 1";"P3H1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2";"OGFOD2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2";"OGFOD2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2";"OGFOD2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2";"OGFOD2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2";"ALKBH2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2";"ALKBH2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2";"ALKBH2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2";"ALKBH2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 2";"P3H2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 2";"P3H2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 2";"P3H2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 2";"P3H2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 3";"P3H3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 3";"P3H3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 3";"P3H3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Prolyl 3-hydroxylase 3";"P3H3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1";"OGFOD1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1";"OGFOD1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1";"OGFOD1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1";"OGFOD1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 2";"EGLN2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 2";"EGLN2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 2";"EGLN2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 2";"EGLN2";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3";"ALKBH3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3";"ALKBH3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3";"ALKBH3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3";"ALKBH3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Lysine-specific demethylase 5D";"KDM5D";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Lysine-specific demethylase 5D";"KDM5D";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Lysine-specific demethylase 5D";"KDM5D";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Lysine-specific demethylase 5D";"KDM5D";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 1";"EGLN1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 1";"EGLN1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 1";"EGLN1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 1";"EGLN1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Solute carrier family 23 member 1";"SLC23A1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Solute carrier family 23 member 1";"SLC23A1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Solute carrier family 23 member 1";"SLC23A1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Solute carrier family 23 member 1";"SLC23A1";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1";"PLOD1";"unknown";"activator"
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1";"PLOD1";"unknown";"activator"
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1";"PLOD1";"unknown";"activator"
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1";"PLOD1";"unknown";"activator"
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 3";"EGLN3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 3";"EGLN3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 3";"EGLN3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Egl nine homolog 3";"EGLN3";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Trimethyllysine dioxygenase, mitochondrial";"TMLHE";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Trimethyllysine dioxygenase, mitochondrial";"TMLHE";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Trimethyllysine dioxygenase, mitochondrial";"TMLHE";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Trimethyllysine dioxygenase, mitochondrial";"TMLHE";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Transmembrane prolyl 4-hydroxylase";"P4HTM";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Transmembrane prolyl 4-hydroxylase";"P4HTM";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Transmembrane prolyl 4-hydroxylase";"P4HTM";"unknown";""
"Vitamin C";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N";"Transmembrane prolyl 4-hydroxylase";"P4HTM";"unknown";""
"L-Glutamine";"ZDXPYRJPNDTMRX-VKHMYHEASA-N";"CTP synthase 1";"CTPS1";"unknown";"antagonist"
"L-Glutamine";"ZDXPYRJPNDTMRX-VKHMYHEASA-N";"Amidophosphoribosyltransferase";"PPAT";"unknown";"product of"
"L-Glutamine";"ZDXPYRJPNDTMRX-VKHMYHEASA-N";"Glutamine synthetase";"GLUL";"unknown";"product of"
"Methionine";"FFEARJCKVFRZRR-BYPYZUCNSA-N";"Methionine synthase reductase";"MTRR";"unknown";"product of"
"Methionine";"FFEARJCKVFRZRR-BYPYZUCNSA-N";"Methionine synthase";"MTR";"unknown";"product of"
"Methionine";"FFEARJCKVFRZRR-BYPYZUCNSA-N";"Methionine aminopeptidase 2";"METAP2";"unknown";"product of"
"Methionine";"FFEARJCKVFRZRR-BYPYZUCNSA-N";"Betaine--homocysteine S-methyltransferase 1";"BHMT";"unknown";"product of"
"Methionine";"FFEARJCKVFRZRR-BYPYZUCNSA-N";"S-methylmethionine--homocysteine S-methyltransferase BHMT2";"BHMT2";"unknown";"product of"
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Vitamin D3 receptor";"VDR";"yes";"antagonist"
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Vitamin D3 receptor";"VDR";"yes";"antagonist"
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Homeobox protein Hox-A10";"HOXA10";"unknown";""
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Homeobox protein Hox-A10";"HOXA10";"unknown";""
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Vitamin D-binding protein";"GC";"unknown";""
"Calcitriol";"GMRQFYUYWCNGIN-NKMMMXOESA-N";"Vitamin D-binding protein";"GC";"unknown";""
"Riboflavin";"AUNGANRZJHBGPY-SCRDCRAPSA-N";"Riboflavin kinase";"RFK";"yes";"ligand"
"Riboflavin";"AUNGANRZJHBGPY-SCRDCRAPSA-N";"Riboflavin synthase";"ribC";"yes";"other"
"Riboflavin";"AUNGANRZJHBGPY-SCRDCRAPSA-N";"Flavin reductase (NADPH)";"BLVRB";"yes";"product of"
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Metabotropic glutamate receptor 1";"GRM1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Metabotropic glutamate receptor 4";"GRM4";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, kainate 4";"GRIK4";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, kainate 5";"GRIK5";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Metabotropic glutamate receptor 7";"GRM7";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Metabotropic glutamate receptor 8";"GRM8";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Excitatory amino acid transporter 5";"SLC1A7";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"5-oxoprolinase";"OPLAH";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Phosphoribosylformylglycinamidine synthase";"PFAS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Branched-chain-amino-acid aminotransferase, mitochondrial";"BCAT2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 2D";"GRIN2D";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, delta-2";"GRID2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 3B";"GRIN3B";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial";"GATB";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutaminase kidney isoform, mitochondrial";"GLS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Aspartate aminotransferase, mitochondrial";"GOT2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Asparagine synthetase [glutamine-hydrolyzing]";"ASNS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamine synthetase";"GLUL";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Aspartate aminotransferase, cytoplasmic";"GOT1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Tyrosine aminotransferase";"TAT";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Alanine aminotransferase 1";"GPT";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Vitamin K-dependent gamma-carboxylase";"GGCX";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Excitatory amino acid transporter 1";"SLC1A3";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Excitatory amino acid transporter 2";"SLC1A2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Excitatory amino acid transporter 3";"SLC1A1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate--cysteine ligase catalytic subunit";"GCLC";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Excitatory amino acid transporter 4";"SLC1A6";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate dehydrogenase 2, mitochondrial";"GLUD2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"GMP synthase [glutamine-hydrolyzing]";"GMPS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Branched-chain-amino-acid aminotransferase, cytosolic";"BCAT1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"4-aminobutyrate aminotransferase, mitochondrial";"ABAT";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 1";"GRIN1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Folylpolyglutamate synthase, mitochondrial";"FPGS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamyl aminopeptidase";"ENPEP";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 2A";"GRIN2A";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 2B";"GRIN2B";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 2C";"GRIN2C";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Aspartate aminotransferase";"GIG18";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Probable glutamate--tRNA ligase, mitochondrial";"EARS2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Lengsin";"LGSN";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamine-dependent NAD(+) synthetase";"NADSYN1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Kynurenine--oxoglutarate transaminase 3";"CCBL2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"N-acetylglutamate synthase, mitochondrial";"NAGS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial";"AADAT";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, NMDA 3A";"GRIN3A";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Alanine aminotransferase 2";"GPT2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Mitochondrial glutamate carrier 2";"SLC25A18";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Mitochondrial glutamate carrier 1";"SLC25A22";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Alpha-aminoadipic semialdehyde synthase, mitochondrial";"AASS";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutaminase liver isoform, mitochondrial";"GLS2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Aspartyl aminopeptidase";"DNPEP";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, delta-1";"GRID1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Cystine/glutamate transporter";"SLC7A11";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Carboxypeptidase Q";"CPQ";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Phosphoserine aminotransferase";"PSAT1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate dehydrogenase 1, mitochondrial";"GLUD1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, kainate 1";"GRIK1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor 1";"GRIA1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate--cysteine ligase regulatory subunit";"GCLM";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate carboxypeptidase 2";"FOLH1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate decarboxylase 2";"GAD2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate decarboxylase 1";"GAD1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Formimidoyltransferase-cyclodeaminase";"FTCD";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor 2";"GRIA2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor 3";"GRIA3";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor 4";"GRIA4";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Delta-1-pyrroline-5-carboxylate synthase";"ALDH18A1";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, kainate 2";"GRIK2";"unknown";""
"Glutamic Acid";"WHUUTDBJXJRKMK-VKHMYHEASA-N";"Glutamate receptor ionotropic, kainate 3";"GRIK3";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Microsomal glutathione S-transferase 3";"MGST3";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Hematopoietic prostaglandin D synthase";"HPGDS";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Thioredoxin domain-containing protein 12";"TXNDC12";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase A1";"GSTA1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase A2";"GSTA2";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Microsomal glutathione S-transferase 1";"MGST1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"S-formylglutathione hydrolase";"ESD";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Gamma-glutamyltranspeptidase 1";"GGT1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase Mu 2";"GSTM2";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutaredoxin-1";"GLRX";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial";"GPX4";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase Mu 5";"GSTM5";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase 6";"GPX6";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Hydroxyacylglutathione hydrolase, mitochondrial";"HAGH";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase";"GPX1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Probable glutathione peroxidase 8";"GPX8";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase 7";"GPX7";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Microsomal glutathione S-transferase 2";"MGST2";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase omega-2";"GSTO2";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutaredoxin-2, mitochondrial";"GLRX2";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Lactoylglutathione lyase";"GLO1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Leukotriene C4 synthase";"LTC4S";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione reductase, mitochondrial";"GSR";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione synthetase";"GSS";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase Mu 1";"GSTM1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase kappa 1";"GSTK1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase A3";"GSTA3";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase Mu 3";"GSTM3";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase A4";"GSTA4";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase Mu 4";"GSTM4";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase A5";"GSTA5";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase P";"GSTP1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase omega-1";"GSTO1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase 1";"GPX1";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase 2";"GPX2";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione S-transferase theta-1";"GSTT1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Maleylacetoacetate isomerase";"GSTZ1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Epididymal secretory glutathione peroxidase";"GPX5";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Glutathione peroxidase 3";"GPX3";"unknown";"cofactor"
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Aldose reductase";"AKR1B1";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Matrix metalloproteinase-9";"MMP9";"unknown";""
"Glutathione";"RWSXRVCMGQZWBV-WDSKDSINSA-N";"Cytochrome P450 3A4";"CYP3A4";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial";"GCAT";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"5-aminolevulinate synthase, nonspecific, mitochondrial";"ALAS1";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"5-aminolevulinate synthase, erythroid-specific, mitochondrial";"ALAS2";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glycine cleavage system H protein, mitochondrial";"GCSH";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glycine--tRNA ligase";"GARS";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glutamate receptor ionotropic, NMDA 2A";"GRIN2A";"unknown";"antagonist"
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Bile acid-CoA:amino acid N-acyltransferase";"BAAT";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"N-arachidonyl glycine receptor";"GPR18";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glutathione synthetase";"GSS";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glutamate receptor ionotropic, NMDA 2C";"GRIN2C";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Serine hydroxymethyltransferase";"";"unknown";""
"Glycine";"DHMQDGOQFOQNFH-UHFFFAOYSA-N";"Glycine N-acyltransferase";"GLYAT";"unknown";""
