Common name,DrugBank ID,chembl_id
Tizanidine,DB00697,CHEMBL1079
Nitrofurantoin,DB00698,CHEMBL572
Nicergoline,DB00699,CHEMBL1372950
Eplerenone,DB00700,CHEMBL1095097
Amprenavir,DB00701,CHEMBL116
Icodextrin,DB00702,NA
Methazolamide,DB00703,CHEMBL1335656
Naltrexone,DB00704,CHEMBL19019
Delavirdine,DB00705,CHEMBL593
Tamsulosin,DB00706,CHEMBL836
Porfimer sodium,DB00707,NA
Sufentanil,DB00708,CHEMBL658
Lamivudine,DB00709,CHEMBL141
Ibandronate,DB00710,CHEMBL997
Diethylcarbamazine,DB00711,CHEMBL684
Flurbiprofen,DB00712,CHEMBL563
Oxacillin,DB00713,CHEMBL819
Apomorphine,DB00714,CHEMBL53
Paroxetine,DB00715,CHEMBL490
Nedocromil,DB00716,CHEMBL746
Norethisterone,DB00717,CHEMBL1162
Adefovir Dipivoxil,DB00718,CHEMBL922
Azatadine,DB00719,CHEMBL946
Clodronic Acid,DB00720,CHEMBL12318
Procaine,DB00721,CHEMBL569
Lisinopril,DB00722,CHEMBL1237
Methoxamine,DB00723,CHEMBL524
Imiquimod,DB00724,CHEMBL1282
Homatropine Methylbromide,DB00725,NA
Trimipramine,DB00726,CHEMBL644
Nitroglycerin,DB00727,CHEMBL730
Rocuronium,DB00728,CHEMBL1201244
Diphemanil Methylsulfate,DB00729,CHEMBL1200880
Thiabendazole,DB00730,CHEMBL625
Nateglinide,DB00731,CHEMBL783
Atracurium besylate,DB00732,CHEMBL1200527
Pralidoxime,DB00733,CHEMBL1420
Risperidone,DB00734,CHEMBL85
Naftifine,DB00735,CHEMBL626
Esomeprazole,DB00736,CHEMBL1201320
Meclizine,DB00737,CHEMBL1623
Pentamidine,DB00738,CHEMBL55
Hetacillin,DB00739,CHEMBL1201116
Riluzole,DB00740,CHEMBL744
Hydrocortisone,DB00741,CHEMBL389621
Mannitol,DB00742,CHEMBL689
Gadobenic acid,DB00743,NA
Zileuton,DB00744,CHEMBL93
Modafinil,DB00745,CHEMBL1373
Deferoxamine,DB00746,CHEMBL556
Scopolamine,DB00747,CHEMBL569713
Carbinoxamine,DB00748,CHEMBL864
Etodolac,DB00749,CHEMBL622
Prilocaine,DB00750,CHEMBL1194
Epinastine,DB00751,CHEMBL1106
Tranylcypromine,DB00752,CHEMBL313833
Isoflurane,DB00753,CHEMBL1256
Ethotoin,DB00754,CHEMBL1095
Tretinoin,DB00755,CHEMBL38
Hexachlorophene,DB00756,CHEMBL496
Dolasetron,DB00757,CHEMBL2368925
Clopidogrel,DB00758,CHEMBL1771
Tetracycline,DB00759,CHEMBL1440
Meropenem,DB00760,CHEMBL127
Potassium Chloride,DB00761,CHEMBL1200731
Irinotecan,DB00762,CHEMBL481
Methimazole,DB00763,CHEMBL1515
Mometasone,DB00764,CHEMBL1201404
Metyrosine,DB00765,CHEMBL1200862
Clavulanate,DB00766,CHEMBL777
Benzquinamide,DB00767,CHEMBL1201250
Olopatadine,DB00768,CHEMBL1189432
Hydrocortamate,DB00769,CHEMBL1201263
Alprostadil,DB00770,CHEMBL495
Clidinium,DB00771,NA
Malathion,DB00772,CHEMBL1200468
Etoposide,DB00773,CHEMBL44657
Hydroflumethiazide,DB00774,CHEMBL1763
Tirofiban,DB00775,CHEMBL916
Oxcarbazepine,DB00776,CHEMBL1068
Propiomazine,DB00777,CHEMBL1201210
Roxithromycin,DB00778,CHEMBL1214185
Nalidixic Acid,DB00779,CHEMBL5
Phenelzine,DB00780,CHEMBL1089
Polymyxin B Sulfate,DB00781,CHEMBL241797
Propantheline,DB00782,CHEMBL1180725
Estradiol,DB00783,CHEMBL135
Mefenamic acid,DB00784,CHEMBL686
Cryptenamine,DB00785,NA
Marimastat,DB00786,CHEMBL279785
Aciclovir,DB00787,CHEMBL184
Naproxen,DB00788,CHEMBL154
Gadopentetate dimeglumine,DB00789,NA
Perindopril,DB00790,CHEMBL1581
Uracil mustard,DB00791,CHEMBL1488
Tripelennamine,DB00792,CHEMBL1241
Haloprogin,DB00793,CHEMBL1289
Primidone,DB00794,CHEMBL856
Sulfasalazine,DB00795,CHEMBL421
Candesartan cilexetil,DB00796,CHEMBL1014
Tolazoline,DB00797,CHEMBL770
Gentamicin,DB00798,CHEMBL329592
Tazarotene,DB00799,CHEMBL1657
Fenoldopam,DB00800,CHEMBL588
Halazepam,DB00801,CHEMBL970
Alfentanil,DB00802,CHEMBL634
Colistin,DB00803,NA
Dicyclomine,DB00804,CHEMBL1123
Minaprine,DB00805,CHEMBL278819
Pentoxifylline,DB00806,CHEMBL628
Proparacaine,DB00807,CHEMBL1196
Indapamide,DB00808,CHEMBL406
Tropicamide,DB00809,CHEMBL1200604
Biperiden,DB00810,CHEMBL1101
Ribavirin,DB00811,CHEMBL1643
Phenylbutazone,DB00812,CHEMBL101
Fentanyl,DB00813,CHEMBL596
Meloxicam,DB00814,CHEMBL599
Sodium lauryl sulfate,DB00815,CHEMBL23393
Orciprenaline,DB00816,CHEMBL776
Rosoxacin,DB00817,CHEMBL291157
Propofol,DB00818,CHEMBL526
Acetazolamide,DB00819,CHEMBL20
Tadalafil,DB00820,CHEMBL779
Carprofen,DB00821,CHEMBL1316
Disulfiram,DB00822,CHEMBL964
Ethynodiol diacetate,DB00823,CHEMBL1200624
Enprofylline,DB00824,CHEMBL279898
Menthol,DB00825,CHEMBL470670
Natamycin,DB00826,CHEMBL1200656
Cinoxacin,DB00827,CHEMBL1208
Fosfomycin,DB00828,CHEMBL1757
Diazepam,DB00829,CHEMBL12
Phenmetrazine,DB00830,CHEMBL1201208
Trifluoperazine,DB00831,CHEMBL422
Phensuximide,DB00832,CHEMBL797
Cefaclor,DB00833,CHEMBL680
Mifepristone,DB00834,CHEMBL1276308
Brompheniramine,DB00835,CHEMBL811
Loperamide,DB00836,CHEMBL841
Progabide,DB00837,NA
Clocortolone,DB00838,NA
Tolazamide,DB00839,CHEMBL817
Hydroxypropyl cellulose,DB00840,NA
Dobutamine,DB00841,CHEMBL926
Oxazepam,DB00842,CHEMBL568
Donepezil,DB00843,CHEMBL502
Nalbuphine,DB00844,CHEMBL895
Clofazimine,DB00845,CHEMBL1292
Flurandrenolide,DB00846,CHEMBL1201012
Cysteamine,DB00847,CHEMBL602
Levamisole,DB00848,CHEMBL1454
Methylphenobarbital,DB00849,CHEMBL45029
Perphenazine,DB00850,CHEMBL567
Dacarbazine,DB00851,CHEMBL476
Pseudoephedrine,DB00852,CHEMBL1590
Temozolomide,DB00853,CHEMBL810
Levorphanol,DB00854,CHEMBL592
Aminolevulinic acid,DB00855,CHEMBL601
Chlorphenesin,DB00856,CHEMBL388751
Terbinafine,DB00857,CHEMBL822
Drostanolone,DB00858,CHEMBL1582
Penicillamine,DB00859,CHEMBL1430
Prednisolone,DB00860,CHEMBL131
Diflunisal,DB00861,CHEMBL898
Vardenafil,DB00862,CHEMBL1520
Ranitidine,DB00863,CHEMBL512
Tacrolimus,DB00864,CHEMBL269732
Benzphetamine,DB00865,CHEMBL3545985
Alprenolol,DB00866,CHEMBL266195
Ritodrine,DB00867,CHEMBL785
Benzonatate,DB00868,CHEMBL1374379
Dorzolamide,DB00869,CHEMBL218490
Suprofen,DB00870,CHEMBL956
Terbutaline,DB00871,CHEMBL1760
Conivaptan,DB00872,CHEMBL1755
Loteprednol,DB00873,NA
Guaifenesin,DB00874,CHEMBL980
Flupentixol,DB00875,CHEMBL54661
Eprosartan,DB00876,CHEMBL813
Sirolimus,DB00877,CHEMBL413
Chlorhexidine,DB00878,CHEMBL790
Emtricitabine,DB00879,CHEMBL885
Chlorothiazide,DB00880,CHEMBL842
Quinapril,DB00881,CHEMBL1592
Clomifene,DB00882,CHEMBL2355051
Isosorbide Dinitrate,DB00883,CHEMBL6622
Risedronate,DB00884,CHEMBL923
Pemirolast,DB00885,CHEMBL1201198
Omapatrilat,DB00886,CHEMBL289556
Bumetanide,DB00887,CHEMBL1072
Mechlorethamine,DB00888,CHEMBL427
Granisetron,DB00889,CHEMBL1290003
Dienestrol,DB00890,CHEMBL1018
Sulfapyridine,DB00891,CHEMBL700
Oxybuprocaine,DB00892,CHEMBL1200
Iron Dextran,DB00893,NA
Testolactone,DB00894,CHEMBL1571
Benzylpenicilloyl Polylysine,DB00895,NA
Rimexolone,DB00896,CHEMBL1200617
Triazolam,DB00897,CHEMBL646
Ethanol,DB00898,CHEMBL545
Remifentanil,DB00899,CHEMBL1005
Didanosine,DB00900,CHEMBL1460
Bitolterol,DB00901,CHEMBL1201295
Methdilazine,DB00902,CHEMBL1200959
Etacrynic acid,DB00903,CHEMBL456
Ondansetron,DB00904,CHEMBL46
Bimatoprost,DB00905,CHEMBL1200963
Tiagabine,DB00906,CHEMBL1027
Cocaine,DB00907,CHEMBL370805
Quinidine,DB00908,CHEMBL1294
Zonisamide,DB00909,CHEMBL750
Paricalcitol,DB00910,CHEMBL1200622
Tinidazole,DB00911,CHEMBL1220
Repaglinide,DB00912,CHEMBL1272
Anileridine,DB00913,CHEMBL1201347
Phenformin,DB00914,CHEMBL170988
Amantadine,DB00915,CHEMBL660
Metronidazole,DB00916,CHEMBL137
Dinoprostone,DB00917,CHEMBL548
Almotriptan,DB00918,CHEMBL1505
Spectinomycin,DB00919,CHEMBL1167
Ketotifen,DB00920,CHEMBL534
Buprenorphine,DB00921,CHEMBL560511
Levosimendan,DB00922,CHEMBL2051955
Ceforanide,DB00923,CHEMBL1201046
Cyclobenzaprine,DB00924,CHEMBL669
Phenoxybenzamine,DB00925,CHEMBL753
Etretinate,DB00926,CHEMBL464
Famotidine,DB00927,CHEMBL902
Azacitidine,DB00928,CHEMBL1489
Misoprostol,DB00929,CHEMBL606
Colesevelam,DB00930,NA
Methacycline,DB00931,CHEMBL249837
Tipranavir,DB00932,CHEMBL222559
Mesoridazine,DB00933,CHEMBL1088
Maprotiline,DB00934,CHEMBL21731
Oxymetazoline,DB00935,CHEMBL762
Salicylic acid,DB00936,CHEMBL424
Diethylpropion,DB00937,CHEMBL1194666
Salmeterol,DB00938,CHEMBL1263
Meclofenamic acid,DB00939,CHEMBL509
Methantheline,DB00940,CHEMBL1201264
Hexafluronium,DB00941,CHEMBL1201349
Cycrimine,DB00942,CHEMBL1201227
Zalcitabine,DB00943,CHEMBL853
Demecarium,DB00944,CHEMBL1201229
Acetylsalicylic acid,DB00945,CHEMBL25
Phenprocoumon,DB00946,CHEMBL1465
Fulvestrant,DB00947,CHEMBL1712246
Mezlocillin,DB00948,CHEMBL1731
Felbamate,DB00949,CHEMBL1094
Fexofenadine,DB00950,CHEMBL914
Isoniazid,DB00951,CHEMBL64
Naratriptan,DB00952,CHEMBL1278
Rizatriptan,DB00953,CHEMBL905
Dirithromycin,DB00954,CHEMBL1237072
Netilmicin,DB00955,CHEMBL1572
Hydrocodone,DB00956,CHEMBL1457
Norgestimate,DB00957,CHEMBL1200934
Carboplatin,DB00958,NA
Methylprednisolone,DB00959,CHEMBL650
Pindolol,DB00960,CHEMBL500
Mepivacaine,DB00961,CHEMBL1087
Zaleplon,DB00962,CHEMBL1521
Bromfenac,DB00963,CHEMBL1077
Apraclonidine,DB00964,CHEMBL647
Ethiodized oil,DB00965,NA
Telmisartan,DB00966,CHEMBL1017
Desloratadine,DB00967,CHEMBL1172
Methyldopa,DB00968,CHEMBL459
Alosetron,DB00969,CHEMBL1110
Dactinomycin,DB00970,CHEMBL1554
Selenium Sulfide,DB00971,CHEMBL1200680
Azelastine,DB00972,CHEMBL639
Ezetimibe,DB00973,CHEMBL1138
Edetic Acid,DB00974,CHEMBL858
Dipyridamole,DB00975,CHEMBL932
Telithromycin,DB00976,CHEMBL1136
Ethinyl Estradiol,DB00977,CHEMBL691
Lomefloxacin,DB00978,CHEMBL561
Cyclopentolate,DB00979,CHEMBL1201338
Ramelteon,DB00980,CHEMBL1218
Physostigmine,DB00981,CHEMBL94
Isotretinoin,DB00982,CHEMBL547
Formoterol,DB00983,CHEMBL1256786
Nandrolone phenpropionate,DB00984,CHEMBL1200412
Dimenhydrinate,DB00985,NA
Glycopyrronium,DB00986,NA
Cytarabine,DB00987,CHEMBL803
Dopamine,DB00988,CHEMBL59
Rivastigmine,DB00989,CHEMBL636
Exemestane,DB00990,CHEMBL1200374
Oxaprozin,DB00991,CHEMBL1071
Methyl aminolevulinate,DB00992,CHEMBL1096562
Azathioprine,DB00993,CHEMBL1542
Neomycin,DB00994,NA
Auranofin,DB00995,NA
Gabapentin,DB00996,CHEMBL940
Doxorubicin,DB00997,CHEMBL53463
Frovatriptan,DB00998,CHEMBL1279
Hydrochlorothiazide,DB00999,CHEMBL435
Cyclacillin,DB01000,CHEMBL1200356
Salbutamol,DB01001,CHEMBL714
Levobupivacaine,DB01002,CHEMBL1201193
Cromoglicic acid,DB01003,CHEMBL428880
Ganciclovir,DB01004,CHEMBL182
Hydroxyurea,DB01005,CHEMBL467
Letrozole,DB01006,CHEMBL1444
Tioconazole,DB01007,CHEMBL1200438
Busulfan,DB01008,CHEMBL820
Ketoprofen,DB01009,CHEMBL571
Edrophonium,DB01010,CHEMBL1104
Metyrapone,DB01011,CHEMBL934
Cinacalcet,DB01012,CHEMBL1201284
Clobetasol propionate,DB01013,CHEMBL1159650
Balsalazide,DB01014,CHEMBL1201346
Sulfamethoxazole,DB01015,CHEMBL443
Glyburide,DB01016,CHEMBL472
Minocycline,DB01017,CHEMBL1434
Guanfacine,DB01018,CHEMBL862
Bethanechol,DB01019,CHEMBL1482
Isosorbide Mononitrate,DB01020,CHEMBL1311
Trichlormethiazide,DB01021,CHEMBL1054
Phylloquinone,DB01022,CHEMBL1550
Felodipine,DB01023,CHEMBL1480
Mycophenolic acid,DB01024,CHEMBL866
Amlexanox,DB01025,CHEMBL1096
Ketoconazole,DB01026,CHEMBL157101
Methoxyflurane,DB01028,CHEMBL1341
Irbesartan,DB01029,CHEMBL1513
Topotecan,DB01030,CHEMBL84
Ethinamate,DB01031,CHEMBL1576
Probenecid,DB01032,CHEMBL897
Mercaptopurine,DB01033,CHEMBL1425
Cerulenin,DB01034,CHEMBL45627
Procainamide,DB01035,CHEMBL640
Tolterodine,DB01036,CHEMBL1382
Selegiline,DB01037,CHEMBL972
Carphenazine,DB01038,CHEMBL1201328
Fenofibrate,DB01039,CHEMBL672
Hydroxystilbamidine Isethionate,DB01040,NA
Thalidomide,DB01041,CHEMBL468
Melphalan,DB01042,CHEMBL852
Memantine,DB01043,CHEMBL807
Gatifloxacin,DB01044,CHEMBL31
Rifampicin,DB01045,CHEMBL374478
Lubiprostone,DB01046,CHEMBL1201134
Fluocinonide,DB01047,CHEMBL1501
Abacavir,DB01048,CHEMBL1380
Ergoloid mesylate,DB01049,NA
Ibuprofen,DB01050,CHEMBL521
Novobiocin,DB01051,CHEMBL36506
Benzylpenicillin,DB01053,CHEMBL29
Nitrendipine,DB01054,CHEMBL475534
Mimosine,DB01055,CHEMBL245416
Tocainide,DB01056,CHEMBL1762
Echothiophate,DB01057,CHEMBL1201341
Praziquantel,DB01058,CHEMBL976
Norfloxacin,DB01059,CHEMBL9
Amoxicillin,DB01060,CHEMBL1082
Azlocillin,DB01061,CHEMBL1537
Oxybutynin,DB01062,CHEMBL1231
Acetophenazine,DB01063,CHEMBL1085
Isoprenaline,DB01064,CHEMBL434
Melatonin,DB01065,CHEMBL45
Cefditoren,DB01066,NA
Glipizide,DB01067,CHEMBL1073
Clonazepam,DB01068,CHEMBL452
Promethazine,DB01069,CHEMBL643
Dihydrotachysterol,DB01070,CHEMBL2356023
Mequitazine,DB01071,CHEMBL73451
Atazanavir,DB01072,CHEMBL1163
Fludarabine,DB01073,CHEMBL1568
Perhexiline,DB01074,CHEMBL75880
Diphenhydramine,DB01075,CHEMBL657
Atorvastatin,DB01076,CHEMBL1487
Etidronic acid,DB01077,CHEMBL871
Deslanoside,DB01078,CHEMBL1614
Tegaserod,DB01079,CHEMBL76370
Vigabatrin,DB01080,CHEMBL89598
Diphenoxylate,DB01081,CHEMBL1201294
Streptomycin,DB01082,CHEMBL372795
Orlistat,DB01083,CHEMBL175247
Emedastine,DB01084,CHEMBL594
Pilocarpine,DB01085,CHEMBL550
Benzocaine,DB01086,CHEMBL278172
Primaquine,DB01087,CHEMBL506
Iloprost,DB01088,CHEMBL494
Deserpidine,DB01089,CHEMBL1200515
Pentolinium,DB01090,CHEMBL1271
Butenafine,DB01091,CHEMBL990
Ouabain,DB01092,CHEMBL222863
Dimethyl sulfoxide,DB01093,CHEMBL504
Hesperetin,DB01094,CHEMBL399121
Fluvastatin,DB01095,CHEMBL350239
Oxamniquine,DB01096,CHEMBL847
Leflunomide,DB01097,CHEMBL960
Rosuvastatin,DB01098,CHEMBL1496
Flucytosine,DB01099,CHEMBL1463
Pimozide,DB01100,CHEMBL1423
Capecitabine,DB01101,CHEMBL1773
Arbutamine,DB01102,CHEMBL1201251
Quinacrine,DB01103,CHEMBL7568
Sertraline,DB01104,CHEMBL809
Sibutramine,DB01105,CHEMBL1419
Levocabastine,DB01106,CHEMBL1615438
Methyprylon,DB01107,CHEMBL1200790
Trilostane,DB01108,CHEMBL1200907
Heparin,DB01109,NA
Miconazole,DB01110,CHEMBL91
Colistimethate,DB01111,NA
Cefuroxime,DB01112,CHEMBL1436
Papaverine,DB01113,CHEMBL19224
Chlorphenamine,DB01114,CHEMBL505
Nifedipine,DB01115,CHEMBL193
Trimethaphan,DB01116,CHEMBL1201329
Atovaquone,DB01117,CHEMBL1450
Amiodarone,DB01118,CHEMBL633
Diazoxide,DB01119,CHEMBL181
Gliclazide,DB01120,CHEMBL427216
Phenacemide,DB01121,CHEMBL918
Ambenonium,DB01122,CHEMBL1652
Proflavine,DB01123,CHEMBL55400
Tolbutamide,DB01124,CHEMBL782
Anisindione,DB01125,CHEMBL712
Dutasteride,DB01126,CHEMBL1200969
Econazole,DB01127,CHEMBL808
Bicalutamide,DB01128,CHEMBL409
Rabeprazole,DB01129,CHEMBL1219
Prednicarbate,DB01130,CHEMBL1200386
Proguanil,DB01131,CHEMBL1377
Pioglitazone,DB01132,CHEMBL595
Tiludronic acid,DB01133,CHEMBL1350
Desoxycorticosterone Pivalate,DB01134,CHEMBL1200592
Doxacurium chloride,DB01135,NA
Carvedilol,DB01136,CHEMBL723
Levofloxacin,DB01137,CHEMBL33
Sulfinpyrazone,DB01138,CHEMBL832
Cefapirin,DB01139,CHEMBL1599
Cefadroxil,DB01140,CHEMBL1644
Micafungin,DB01141,CHEMBL457547
Doxepin,DB01142,CHEMBL101740
Amifostine,DB01143,CHEMBL1006
Diclofenamide,DB01144,CHEMBL17
Sulfoxone,DB01145,CHEMBL1570
Diphenylpyraline,DB01146,CHEMBL1492
Cloxacillin,DB01147,CHEMBL891
Flavoxate,DB01148,CHEMBL1493
Nefazodone,DB01149,CHEMBL623
Cefprozil,DB01150,CHEMBL276568
Desipramine,DB01151,CHEMBL72
Candicidin,DB01152,NA
Sertaconazole,DB01153,CHEMBL1201196
Thiamylal,DB01154,CHEMBL440
Gemifloxacin,DB01155,CHEMBL430
Bupropion,DB01156,CHEMBL894
Trimetrexate,DB01157,CHEMBL119
Bretylium,DB01158,CHEMBL1199080
Halothane,DB01159,CHEMBL931
Dinoprost Tromethamine,DB01160,CHEMBL1200896
Chloroprocaine,DB01161,CHEMBL1179047
Terazosin,DB01162,CHEMBL611
Amdinocillin,DB01163,CHEMBL530
Calcium Chloride,DB01164,CHEMBL1200668
Ofloxacin,DB01165,CHEMBL4
Cilostazol,DB01166,CHEMBL799
Itraconazole,DB01167,CHEMBL22587
Procarbazine,DB01168,CHEMBL1321
Arsenic trioxide,DB01169,CHEMBL1200978
Guanethidine,DB01170,CHEMBL765
Moclobemide,DB01171,CHEMBL86304
Kanamycin,DB01172,CHEMBL1384
Orphenadrine,DB01173,CHEMBL900
Phenobarbital,DB01174,CHEMBL40
Escitalopram,DB01175,CHEMBL1508
Cyclizine,DB01176,CHEMBL648
Idarubicin,DB01177,CHEMBL1117
Chlormezanone,DB01178,CHEMBL1200714
Podofilox,DB01179,CHEMBL61
Rescinnamine,DB01180,CHEMBL1668
Ifosfamide,DB01181,CHEMBL1024
Propafenone,DB01182,CHEMBL631
Naloxone,DB01183,CHEMBL80
Domperidone,DB01184,CHEMBL219916
Fluoxymesterone,DB01185,CHEMBL1445
Pergolide,DB01186,CHEMBL531
Iophendylate,DB01187,NA
Ciclopirox,DB01188,CHEMBL1413
Desflurane,DB01189,CHEMBL1200733
Clindamycin,DB01190,CHEMBL1753
Dexfenfluramine,DB01191,CHEMBL248702
Oxymorphone,DB01192,CHEMBL963
Acebutolol,DB01193,CHEMBL642
Brinzolamide,DB01194,CHEMBL220491
Flecainide,DB01195,CHEMBL652
Estramustine,DB01196,CHEMBL1575
Captopril,DB01197,CHEMBL1560
Zopiclone,DB01198,CHEMBL135400
Tubocurarine,DB01199,CHEMBL339427
Bromocriptine,DB01200,CHEMBL493
Rifapentine,DB01201,CHEMBL1660
Levetiracetam,DB01202,CHEMBL1286
Nadolol,DB01203,CHEMBL649
Mitoxantrone,DB01204,CHEMBL58
Flumazenil,DB01205,CHEMBL407
Lomustine,DB01206,CHEMBL514
Ridogrel,DB01207,CHEMBL280728
Sparfloxacin,DB01208,CHEMBL850
Dezocine,DB01209,CHEMBL1685
Levobunolol,DB01210,CHEMBL1201237
Clarithromycin,DB01211,CHEMBL1741
Ceftriaxone,DB01212,CHEMBL161
Fomepizole,DB01213,CHEMBL1308
Metipranolol,DB01214,CHEMBL1291
Estazolam,DB01215,CHEMBL285674
Finasteride,DB01216,CHEMBL710
Anastrozole,DB01217,CHEMBL1399
Halofantrine,DB01218,CHEMBL1107
Dantrolene,DB01219,CHEMBL1201288
Rifaximin,DB01220,CHEMBL1617
Ketamine,DB01221,CHEMBL742
Budesonide,DB01222,CHEMBL1370
Aminophylline,DB01223,CHEMBL1370561
Quetiapine,DB01224,CHEMBL716
Enoxaparin,DB01225,NA
Mivacurium,DB01226,CHEMBL1182833
Levomethadyl Acetate,DB01227,CHEMBL1514
Encainide,DB01228,CHEMBL315838
Paclitaxel,DB01229,CHEMBL428647
Pemoline,DB01230,CHEMBL1177
Diphenidol,DB01231,CHEMBL936
Saquinavir,DB01232,CHEMBL114
Metoclopramide,DB01233,CHEMBL86
Dexamethasone,DB01234,CHEMBL384467
Levodopa,DB01235,CHEMBL1009
Sevoflurane,DB01236,CHEMBL1200694
Bromodiphenhydramine,DB01237,CHEMBL1201245
Aripiprazole,DB01238,CHEMBL1112
Chlorprothixene,DB01239,CHEMBL90125
Epoprostenol,DB01240,CHEMBL1139
Gemfibrozil,DB01241,CHEMBL457
Clomipramine,DB01242,CHEMBL415
Chloroxine,DB01243,CHEMBL1200596
Bepridil,DB01244,CHEMBL1008
Decamethonium,DB01245,CHEMBL1190
Alimemazine,DB01246,CHEMBL829
Isocarboxazid,DB01247,CHEMBL1201168
Docetaxel,DB01248,CHEMBL92
Iodixanol,DB01249,CHEMBL1200507
Olsalazine,DB01250,CHEMBL425
Gliquidone,DB01251,CHEMBL383634
Mitiglinide,DB01252,CHEMBL471498
Ergonovine,DB01253,CHEMBL119443
Dasatinib,DB01254,CHEMBL1421
Lisdexamfetamine,DB01255,CHEMBL1201222
Retapamulin,DB01256,CHEMBL1658
Eculizumab,DB01257,NA
Lapatinib,DB01259,CHEMBL554
Desonide,DB01260,CHEMBL1201109
Sitagliptin,DB01261,CHEMBL1422
Decitabine,DB01262,CHEMBL1201129
Posaconazole,DB01263,CHEMBL1397
Darunavir,DB01264,CHEMBL1323
Telbivudine,DB01265,CHEMBL374731
Sinecatechins,DB01266,NA
Paliperidone,DB01267,CHEMBL1621
Sunitinib,DB01268,CHEMBL535
Panitumumab,DB01269,NA
Ranibizumab,DB01270,NA
Idursulfase,DB01271,NA
Alglucosidase alfa,DB01272,NA
Varenicline,DB01273,CHEMBL1076903
Arformoterol,DB01274,CHEMBL1363
Hydralazine,DB01275,CHEMBL276832
Exenatide,DB01276,NA
Mecasermin,DB01277,NA
Pramlintide,DB01278,NA
Galsulfase,DB01279,NA
Nelarabine,DB01280,CHEMBL1201112
Abatacept,DB01281,NA
Carbetocin,DB01282,CHEMBL3301668
Lumiracoxib,DB01283,CHEMBL404108
Tetracosactide,DB01284,CHEMBL2103784
Corticotropin,DB01285,NA
Fenoterol,DB01288,CHEMBL32800
Glisoxepide,DB01289,CHEMBL2106618
Pirbuterol,DB01291,CHEMBL1094966
Bismuth Subsalicylate,DB01294,NA
Bevantolol,DB01295,CHEMBL314010
Glucosamine,DB01296,CHEMBL493287
Practolol,DB01297,CHEMBL6995
Sulfacytine,DB01298,CHEMBL1201056
Sulfadoxine,DB01299,CHEMBL1539
Rolitetracycline,DB01301,CHEMBL1237046
Oxtriphylline,DB01303,CHEMBL1200434
Insulin Aspart,DB01306,NA
Insulin Detemir,DB01307,NA
Insulin Glulisine,DB01309,NA
Fosamprenavir,DB01319,CHEMBL1664
Fosphenytoin,DB01320,CHEMBL1201336
Josamycin,DB01321,CHEMBL224436
Kava,DB01322,NA
St. John's Wort,DB01323,NA
Polythiazide,DB01324,CHEMBL1587
Quinethazone,DB01325,CHEMBL1532
Cefamandole,DB01326,CHEMBL1146
Cefazolin,DB01327,CHEMBL1435
Cefonicid,DB01328,CHEMBL1601
Cefoperazone,DB01329,NA
Cefotetan,DB01330,CHEMBL474579
Cefoxitin,DB01331,CHEMBL996
Ceftizoxime,DB01332,CHEMBL528
Cefradine,DB01333,CHEMBL1604
Metocurine,DB01336,CHEMBL1259
Pancuronium,DB01337,CHEMBL185073
Pipecuronium,DB01338,CHEMBL1201206
Vecuronium,DB01339,CHEMBL1201219
Cilazapril,DB01340,CHEMBL515606
Dihydroquinidine barbiturate,DB01341,NA
Forasartan,DB01342,CHEMBL315021
Tolevamer,DB01344,NA
Potassium,DB01345,NA
Quinidine barbiturate,DB01346,NA
Saprisartan,DB01347,CHEMBL305544
Spirapril,DB01348,CHEMBL431
Tasosartan,DB01349,CHEMBL432162
Amobarbital,DB01351,CHEMBL267894
Aprobarbital,DB01352,CHEMBL7863
Butethal,DB01353,CHEMBL404422
Heptabarbital,DB01354,CHEMBL468837
Hexobarbital,DB01355,CHEMBL7728
Lithium,DB01356,CHEMBL1234004
Mestranol,DB01357,CHEMBL1201151
Penbutolol,DB01359,CHEMBL1290
Iohexol,DB01362,CHEMBL1200455
Ephedra,DB01363,NA
Ephedrine,DB01364,CHEMBL211456
Mephentermine,DB01365,CHEMBL1201234
Procaterol,DB01366,CHEMBL1478530
Rasagiline,DB01367,CHEMBL887
Quinupristin,DB01369,CHEMBL1200649
Aluminium,DB01370,NA
Calcium,DB01373,NA
Aluminium monostearate,DB01375,CHEMBL3185220
Magnesium oxide,DB01377,CHEMBL1200572
Magnesium,DB01378,NA
Cortisone acetate,DB01380,CHEMBL1650
Ginkgo biloba,DB01381,NA
Glycodiazine,DB01382,CHEMBL1697838
Paramethasone,DB01384,CHEMBL1579
Mibefradil,DB01388,CHEMBL45816
Sodium bicarbonate,DB01390,CHEMBL1353
Yohimbine,DB01392,CHEMBL15245
Bezafibrate,DB01393,CHEMBL264374
Colchicine,DB01394,CHEMBL87
Drospirenone,DB01395,CHEMBL1509
Digitoxin,DB01396,CHEMBL254219
Magnesium salicylate,DB01397,CHEMBL2106755
Salsalate,DB01399,CHEMBL154111
Neostigmine,DB01400,CHEMBL278020
Choline magnesium trisalicylate,DB01401,NA
Methotrimeprazine,DB01403,CHEMBL1764
Ginseng,DB01404,NA
Temafloxacin,DB01405,CHEMBL277100
Danazol,DB01406,CHEMBL1479
Clenbuterol,DB01407,CHEMBL49080
Bambuterol,DB01408,CHEMBL521589
Tiotropium,DB01409,CHEMBL1900528
